Title,Url,Category,Views,Activity,Replies
"ESC Calibration Erratic, Calibrated Correctly",https://forum.openrov.com/t/esc-calibration-erratic-calibrated-correctly/5237,Electronics,1.2k,Feb '17,12
Power Over Ethernet?,https://forum.openrov.com/t/power-over-ethernet/55,Hardware,2.3k,Jan '17,11
LiFePO4 3.2V 8AH - Other battery alternatives,https://forum.openrov.com/t/lifepo4-3-2v-8ah-other-battery-alternatives/1224,Open Talk,2.5k,Jan '17,11
Shipwrecks and Submerged Worlds: Maritime Archaeology online course,https://forum.openrov.com/t/shipwrecks-and-submerged-worlds-maritime-archaeology-online-course/2688,Open Talk,1.4k,Jan '17,11
Any one located around central mid west US,https://forum.openrov.com/t/any-one-located-around-central-mid-west-us/3988,Open Talk,1.1k,Jan '17,3
Tether Management System (for poly rope tethers),https://forum.openrov.com/t/tether-management-system-for-poly-rope-tethers/2710,Hardware,3.3k,Jan '17,9
Waterproof Connectors for Wires,https://forum.openrov.com/t/waterproof-connectors-for-wires/4784,Hardware,1.5k,Jan '17,9
Newb ROVer - School me on making my first!,https://forum.openrov.com/t/newb-rover-school-me-on-making-my-first/5149,Open Talk,765,Jan '17,6
Cockpit Simulator on Win10 - i2c.cc - error C1083: Cannot open include file: ‘sys/ioctl.h’,https://forum.openrov.com/t/cockpit-simulator-on-win10-i2c-cc-error-c1083-cannot-open-include-file-sys-ioctl-h/5150,Software,713,Jan '17,0
Rov competition advice,https://forum.openrov.com/t/rov-competition-advice/5137,Project and Build Discussion,705,Jan '17,2
Rpi Camera+Gstreamer=live Streaming. How to imply the live streaming to the webpage,https://forum.openrov.com/t/rpi-camera-gstreamer-live-streaming-how-to-imply-the-live-streaming-to-the-webpage/5116,Open Talk,496,Jan '17,0
Hard wire for power instead of batteries on the 2.8,https://forum.openrov.com/t/hard-wire-for-power-instead-of-batteries-on-the-2-8/5103,Project and Build Discussion,676,Dec '16,1
Filmmakers of “Chasing Ice” and “Racing Extinction”,https://forum.openrov.com/t/filmmakers-of-chasing-ice-and-racing-extinction/5047,Open Talk,648,Dec '16,3
Hacking in raw IMU accelleration and mag values,https://forum.openrov.com/t/hacking-in-raw-imu-accelleration-and-mag-values/2888,Software,6.7k,Dec '16,28
Controller Board Mod for 6 ESCs,https://forum.openrov.com/t/controller-board-mod-for-6-escs/3185,Electronics,4.5k,Dec '16,10
"Power over two wire tether, still viable?",https://forum.openrov.com/t/power-over-two-wire-tether-still-viable/5060,Project and Build Discussion,909,Dec '16,2
How to forward packets with Raspberry Pi Wifi,https://forum.openrov.com/t/how-to-forward-packets-with-raspberry-pi-wifi/5054,Software,775,Dec '16,3
IMUV2.0 problems,https://forum.openrov.com/t/imuv2-0-problems/4047,Software,3.4k,Dec '16,14
Tenda powerline mini adapter actual transfer speed,https://forum.openrov.com/t/tenda-powerline-mini-adapter-actual-transfer-speed/5048,Electronics,596,Dec '16,2
How to remotelly control the motors using C++ code?,https://forum.openrov.com/t/how-to-remotelly-control-the-motors-using-c-code/2563,Software,4.8k,Dec '16,18
Can camera’s servo code works for another servo?,https://forum.openrov.com/t/can-cameras-servo-code-works-for-another-servo/5023,Software,781,Nov '16,7
Thunder Tiger Neptune Upgrade,https://forum.openrov.com/t/thunder-tiger-neptune-upgrade/5033,Open Talk,640,Nov '16,2
Planning the I2C Address Space for Sensors,https://forum.openrov.com/t/planning-the-i2c-address-space-for-sensors/360,Open Talk,2.6k,Nov '16,15
How to open /src/static/testviews.html?,https://forum.openrov.com/t/how-to-open-src-static-testviews-html/5011,Software,638,Nov '16,2
Software guide step2,https://forum.openrov.com/t/software-guide-step2/5008,Software,547,Nov '16,0
Magnetic coupled grabber / first working prototype,https://forum.openrov.com/t/magnetic-coupled-grabber-first-working-prototype/981,Project and Build Discussion,4.1k,Nov '16,22
Updating 30.1.0 doesn’t work,https://forum.openrov.com/t/updating-30-1-0-doesnt-work/5002,Software,693,Nov '16,3
Any one in Seattle area that can assist me in adding Strafe motor?,https://forum.openrov.com/t/any-one-in-seattle-area-that-can-assist-me-in-adding-strafe-motor/4535,Open Talk,852,Nov '16,1
Looking for the serial commands for the Arduino,https://forum.openrov.com/t/looking-for-the-serial-commands-for-the-arduino/4976,Software,927,Nov '16,2
Making c++ program into plugin,https://forum.openrov.com/t/making-c-program-into-plugin/4680,Software,618,Nov '16,1
New Developer Image ready with 30.1.0,https://forum.openrov.com/t/new-developer-image-ready-with-30-1-0/3003,Software,3.4k,Nov '16,14
Underwater camera on an autonomous sailboat?,https://forum.openrov.com/t/underwater-camera-on-an-autonomous-sailboat/4937,Open Talk,943,Nov '16,11
Good source/brand for the 26650 batteries?,https://forum.openrov.com/t/good-source-brand-for-the-26650-batteries/943,Open Talk,2.7k,Nov '16,7
Electronics of ROV,https://forum.openrov.com/t/electronics-of-rov/4979,Electronics,663,Nov '16,0
Propeller Design/Selection Help,https://forum.openrov.com/t/propeller-design-selection-help/4970,Open Talk,535,Nov '16,0
OpenROV software intern interested in ROV computer vision projects,https://forum.openrov.com/t/openrov-software-intern-interested-in-rov-computer-vision-projects/4439,Software,2.0k,Nov '16,5
Custom ROV For Senior Project,https://forum.openrov.com/t/custom-rov-for-senior-project/4941,Open Talk,1.3k,Nov '16,5
ROV for under 25 Amps?,https://forum.openrov.com/t/rov-for-under-25-amps/4945,Open Talk,616,Oct '16,4
Substitute for acrylic cement,https://forum.openrov.com/t/substitute-for-acrylic-cement/2944,Project and Build Discussion,1.9k,Oct '16,5
Center of mass & center of buoyancy analysis,https://forum.openrov.com/t/center-of-mass-center-of-buoyancy-analysis/3640,Project and Build Discussion,4.7k,Oct '16,11
New cheap open sources rov,https://forum.openrov.com/t/new-cheap-open-sources-rov/4701,Open Talk,880,Oct '16,0
Battery tube failure,https://forum.openrov.com/t/battery-tube-failure/4911,Project and Build Discussion,616,Oct '16,1
How to open .brd file at opensource electronics,https://forum.openrov.com/t/how-to-open-brd-file-at-opensource-electronics/4021,Open Talk,710,Oct '16,0
Again on Batteries: Standard C Batteries vs Rechargable Batteries vs LiPos,https://forum.openrov.com/t/again-on-batteries-standard-c-batteries-vs-rechargable-batteries-vs-lipos/136,Open Talk,1.2k,Oct '16,12
"How to control OpenROV 2.8 from iPad screen, partially working",https://forum.openrov.com/t/how-to-control-openrov-2-8-from-ipad-screen-partially-working/4908,Hardware,923,Oct '16,1
New Paralenz camera a good companion for Trident?,https://forum.openrov.com/t/new-paralenz-camera-a-good-companion-for-trident/4914,Add-on Components,617,Oct '16,0
Trident WiFi Buoy,https://forum.openrov.com/t/trident-wifi-buoy/4857,Open Talk,979,Oct '16,7
Replacing the battery on Trident,https://forum.openrov.com/t/replacing-the-battery-on-trident/4901,Open Talk,656,Oct '16,2
GPS for ROV Surface Navigation,https://forum.openrov.com/t/gps-for-rov-surface-navigation/2989,Open Talk,7.8k,Oct '16,31
Ideas for Underwater ROV Claw,https://forum.openrov.com/t/ideas-for-underwater-rov-claw/4864,Open Talk,1.3k,Oct '16,1
OpenROV 2.8 Developer’s Controller Kit,https://forum.openrov.com/t/openrov-2-8-developers-controller-kit/4510,Project and Build Discussion,3.5k,Oct '16,19
Video Goggles adapter from a PC or laptop needed,https://forum.openrov.com/t/video-goggles-adapter-from-a-pc-or-laptop-needed/4865,Electronics,774,Oct '16,4
San Diego Vision Benchmark Suite / Octave Forge(Matlab),https://forum.openrov.com/t/san-diego-vision-benchmark-suite-octave-forge-matlab/4880,Software,534,Oct '16,0
On webserver add page to view real-time trends of several sensors on board,https://forum.openrov.com/t/on-webserver-add-page-to-view-real-time-trends-of-several-sensors-on-board/4770,Software,530,Oct '16,2
Is cloud9 cannot adjust the program source?,https://forum.openrov.com/t/is-cloud9-cannot-adjust-the-program-source/4796,Software,513,Oct '16,1
WiFi buoy for OpenROV 2.8 testing,https://forum.openrov.com/t/wifi-buoy-for-openrov-2-8-testing/4859,Project and Build Discussion,1.3k,Oct '16,2
Cheap manipulator using car door lock actuator,https://forum.openrov.com/t/cheap-manipulator-using-car-door-lock-actuator/4833,Project and Build Discussion,1.1k,Oct '16,2
Thunder Tiger Neptune SB-1,https://forum.openrov.com/t/thunder-tiger-neptune-sb-1/4848,Electronics,1.6k,Oct '16,7
IMU won’t stay glued to ROV: OpenROV #3251,https://forum.openrov.com/t/imu-wont-stay-glued-to-rov-openrov-3251/4828,Project and Build Discussion,1.1k,Sep '16,8
Grab arm - how to attach servos,https://forum.openrov.com/t/grab-arm-how-to-attach-servos/4790,Open Talk,1.2k,Sep '16,4
New OpenROV kits beyond Trident?,https://forum.openrov.com/t/new-openrov-kits-beyond-trident/3973,Open Talk,3.5k,Sep '16,10
Simple ROV camera build,https://forum.openrov.com/t/simple-rov-camera-build/4772,Open Talk,1.3k,Sep '16,7
Raspberry Pi and ROS,https://forum.openrov.com/t/raspberry-pi-and-ros/495,Software,1.5k,Sep '16,3
Why isn’t the open rov shaped like a real sub?,https://forum.openrov.com/t/why-isnt-the-open-rov-shaped-like-a-real-sub/682,Open Talk,625,Sep '16,5
How many of us are there?,https://forum.openrov.com/t/how-many-of-us-are-there/4824,Open Talk,540,Sep '16,1
Waterproof 360 degree 4K Camera 12MP,https://forum.openrov.com/t/waterproof-360-degree-4k-camera-12mp/3685,Project and Build Discussion,5.5k,Sep '16,15
Mini RC Submarine With Integrated Camera,https://forum.openrov.com/t/mini-rc-submarine-with-integrated-camera/4774,Open Talk,862,Sep '16,1
Downward facing camera,https://forum.openrov.com/t/downward-facing-camera/3637,Project and Build Discussion,3.7k,Sep '16,8
ROV for search and recovery,https://forum.openrov.com/t/rov-for-search-and-recovery/3294,Open Talk,2.1k,Sep '16,5
2 Part End Cap Design,https://forum.openrov.com/t/2-part-end-cap-design/4799,Hardware,696,Sep '16,1
Raspberry Pi Camera attachment announced,https://forum.openrov.com/t/raspberry-pi-camera-attachment-announced/217,Electronics,912,Sep '16,3
Start to finish code help for displaying a sensor,https://forum.openrov.com/t/start-to-finish-code-help-for-displaying-a-sensor/4043,Software,932,Sep '16,2
Pressure testing,https://forum.openrov.com/t/pressure-testing/407,Open Talk,825,Sep '16,12
ROV Software suite 30.1.0 roadmap (in progress),https://forum.openrov.com/t/rov-software-suite-30-1-0-roadmap-in-progress/4000,Software,4.0k,Sep '16,15
Hammerhead OpenRov Derivative “Upgrade”,https://forum.openrov.com/t/hammerhead-openrov-derivative-upgrade/2750,Project and Build Discussion,6.1k,Sep '16,23
Programming the IMU/Compass/Depth Module,https://forum.openrov.com/t/programming-the-imu-compass-depth-module/4754,Software,635,Sep '16,2
OpenROV simulation,https://forum.openrov.com/t/openrov-simulation/2304,Open Talk,2.1k,Sep '16,6
Control OpenROV from Beaglebone Black tablet,https://forum.openrov.com/t/control-openrov-from-beaglebone-black-tablet/4756,Open Talk,611,Sep '16,1
Alignment Tool for assembling the Non-Pass-Though End Cap,https://forum.openrov.com/t/alignment-tool-for-assembling-the-non-pass-though-end-cap/4745,Open Talk,535,Sep '16,0
Hardening the Tether,https://forum.openrov.com/t/hardening-the-tether/4718,Hardware,874,Sep '16,2
Coaxial motor setup?,https://forum.openrov.com/t/coaxial-motor-setup/4747,Open Talk,578,Sep '16,2
Optical fiber tether,https://forum.openrov.com/t/optical-fiber-tether/73,Hardware,3.7k,Sep '16,10
Tethers at high depth(beyond 1000ft),https://forum.openrov.com/t/tethers-at-high-depth-beyond-1000ft/3707,Hardware,1.7k,Sep '16,3
Leakage detection,https://forum.openrov.com/t/leakage-detection/4726,Hardware,1.0k,Sep '16,6
Will there be a gripper arm for the Trident?,https://forum.openrov.com/t/will-there-be-a-gripper-arm-for-the-trident/4721,Open Talk,670,Sep '16,1
Restoring an OpenROV,https://forum.openrov.com/t/restoring-an-openrov/3904,Open Talk,1.3k,Sep '16,5
Best combo for controlling ROV,https://forum.openrov.com/t/best-combo-for-controlling-rov/4719,Project and Build Discussion,816,Sep '16,0
Help on how to order the Telemetry data,https://forum.openrov.com/t/help-on-how-to-order-the-telemetry-data/3163,Software,1.4k,Aug '16,3
End Cap Syringe Replacement,https://forum.openrov.com/t/end-cap-syringe-replacement/4517,Hardware,1.2k,Aug '16,6
Correct chassis orientation of the IMU/Depth Module 2.0,https://forum.openrov.com/t/correct-chassis-orientation-of-the-imu-depth-module-2-0/4708,Electronics,685,Aug '16,2
The Trident is how charged？,https://forum.openrov.com/t/the-trident-is-how-charged/4290,Open Talk,1.2k,Aug '16,3
Floating Tether,https://forum.openrov.com/t/floating-tether/1266,Open Talk,3.0k,Aug '16,16
Photo of hacked robot arm. Proof of concept,https://forum.openrov.com/t/photo-of-hacked-robot-arm-proof-of-concept/979,Gallery,2.5k,Aug '16,1
SCIGRIP 4 10308 Acrylic Solvent Cement,https://forum.openrov.com/t/scigrip-4-10308-acrylic-solvent-cement/4664,Open Talk,626,Aug '16,0
[SOLVED] Trident tether not neutrally buoyant in salt water?,https://forum.openrov.com/t/solved-trident-tether-not-neutrally-buoyant-in-salt-water/4653,Hardware,1.0k,Aug '16,1
Reprogramming buttons or adding other function to the other buttons on F310 gamepad,https://forum.openrov.com/t/reprogramming-buttons-or-adding-other-function-to-the-other-buttons-on-f310-gamepad/4598,Software,935,Aug '16,4
Dst-700 dimensions/drawing,https://forum.openrov.com/t/dst-700-dimensions-drawing/4641,Open Talk,842,Aug '16,2
Chuck ROV build,https://forum.openrov.com/t/chuck-rov-build/4632,Open Talk,864,Aug '16,2
Top side adapter STL?,https://forum.openrov.com/t/top-side-adapter-stl/4622,Open Talk,834,Aug '16,3
"Ask the experts, trident is completely sealed inside it?",https://forum.openrov.com/t/ask-the-experts-trident-is-completely-sealed-inside-it/4307,Open Talk,2.5k,Aug '16,17
Will it work in a big river?,https://forum.openrov.com/t/will-it-work-in-a-big-river/786,Open Talk,1.4k,Jul '16,3
Openrov topside interface board,https://forum.openrov.com/t/openrov-topside-interface-board/4621,Electronics,819,Jul '16,0
Problems about the IMU Module v2,https://forum.openrov.com/t/problems-about-the-imu-module-v2/3771,Electronics,2.4k,Jul '16,14
OpenROV Software Stack ToDo list,https://forum.openrov.com/t/openrov-software-stack-todo-list/4567,Software,1.1k,Jul '16,2
Uploading Arduino firmware directly via Arduino IDE,https://forum.openrov.com/t/uploading-arduino-firmware-directly-via-arduino-ide/1344,Open Talk,1.0k,Jul '16,3
Code for the Servos,https://forum.openrov.com/t/code-for-the-servos/3955,Electronics,1.7k,Jul '16,10
Motors didn’t rotate when I burnt my own code to controller board,https://forum.openrov.com/t/motors-didnt-rotate-when-i-burnt-my-own-code-to-controller-board/4592,Electronics,650,Jul '16,0
Can digitalWrite() makes ESC work?,https://forum.openrov.com/t/can-digitalwrite-makes-esc-work/4574,Open Talk,854,Jul '16,4
Twin-camera version possible in future?,https://forum.openrov.com/t/twin-camera-version-possible-in-future/4585,Add-on Components,764,Jul '16,1
Make the BNo055 Sensor sample in a more accurate way,https://forum.openrov.com/t/make-the-bno055-sensor-sample-in-a-more-accurate-way/4586,Software,816,Jul '16,0
Using extra servo control to control a strafe thruster,https://forum.openrov.com/t/using-extra-servo-control-to-control-a-strafe-thruster/3073,Electronics,10.7k,Jul '16,54
DeepROV battery,https://forum.openrov.com/t/deeprov-battery/4549,Open Talk,1.3k,Jul '16,6
3D Printed Modifications and extras,https://forum.openrov.com/t/3d-printed-modifications-and-extras/3843,Open Talk,2.5k,Jul '16,9
TTRobotix Seawolf,https://forum.openrov.com/t/ttrobotix-seawolf/2927,Open Talk,4.0k,Jul '16,13
Is it possible to connect the arduino in the controller board directly to arduino IDE?,https://forum.openrov.com/t/is-it-possible-to-connect-the-arduino-in-the-controller-board-directly-to-arduino-ide/4573,Electronics,710,Jul '16,0
OpenROV rebuild v2.7 to v2.8 is that possible?,https://forum.openrov.com/t/openrov-rebuild-v2-7-to-v2-8-is-that-possible/3331,Open Talk,2.2k,Jul '16,11
OpenROV Trident vs iBubble,https://forum.openrov.com/t/openrov-trident-vs-ibubble/4568,Open Talk,1.1k,Jul '16,2
Polyisocyanurate vs syntactic foam for flotation,https://forum.openrov.com/t/polyisocyanurate-vs-syntactic-foam-for-flotation/4553,Hardware,681,Jul '16,0
Trident onboard Wifi Interface,https://forum.openrov.com/t/trident-onboard-wifi-interface/4546,Software,1.3k,Jul '16,7
ROV on-board power supply,https://forum.openrov.com/t/rov-on-board-power-supply/4528,Open Talk,1.2k,Jul '16,4
