name,url,replies,views,
"Having problems with the vertical motor, camera and connectivity",https://forum.openrov.com/t/having-problems-with-the-vertical-motor-camera-and-connectivity/748,11,1.3k,"
             2014-01-16 23:09:04 UTC
           "
Cockpit software 2.5rc2,https://forum.openrov.com/t/cockpit-software-2-5rc2/1018,6,846,"
             2014-05-24 13:43:16 UTC
           "
Using IMU/Depth Sensor with Alamode,https://forum.openrov.com/t/using-imu-depth-sensor-with-alamode/1024,2,1.0k,"
             2014-05-28 05:06:34 UTC
           "
How to share your internet connection with your ROV on OSX/Mac,https://forum.openrov.com/t/how-to-share-your-internet-connection-with-your-rov-on-osx-mac/1032,0,636,"
             2014-06-02 18:05:08 UTC
           "
Master Branch: Breaking out dashboard and arduino projects this week,https://forum.openrov.com/t/master-branch-breaking-out-dashboard-and-arduino-projects-this-week/1021,0,178,"
             2014-05-26 16:46:39 UTC
           "
OpenROV controlled by radio controller?,https://forum.openrov.com/t/openrov-controlled-by-radio-controller/903,8,1.2k,"
             2014-04-09 12:44:00 UTC
           "
BETA of the controller board 2.5 aware cockpit software ready,https://forum.openrov.com/t/beta-of-the-controller-board-2-5-aware-cockpit-software-ready/586,55,1.7k,"
             2013-10-14 05:34:06 UTC
           "
OpenCV on BBB at 30FPS,https://forum.openrov.com/t/opencv-on-bbb-at-30fps/990,2,998,"
             2014-05-14 22:09:20 UTC
           "
Connecting to a Mac,https://forum.openrov.com/t/connecting-to-a-mac/985,1,730,"
             2014-05-12 16:32:18 UTC
           "
Lost my volt/amp bottom display when I added IMU/Depth sensor,https://forum.openrov.com/t/lost-my-volt-amp-bottom-display-when-i-added-imu-depth-sensor/898,1,753,"
             2014-04-07 22:35:14 UTC
           "
"Going to peru on thurs, need some software advice",https://forum.openrov.com/t/going-to-peru-on-thurs-need-some-software-advice/911,4,358,"
             2014-04-12 18:13:37 UTC
           "
MS5803-14BA pressure sensor code issues,https://forum.openrov.com/t/ms5803-14ba-pressure-sensor-code-issues/924,6,2.5k,"
             2014-04-18 21:15:27 UTC
           "
Motors donêt move,https://forum.openrov.com/t/motors-dont-move/932,2,353,"
             2014-04-20 01:56:30 UTC
           "
Update BB after installtion with Image fails,https://forum.openrov.com/t/update-bb-after-installtion-with-image-fails/928,7,840,"
             2014-04-19 15:45:01 UTC
           "
Software Version in eMMC vs latest build,https://forum.openrov.com/t/software-version-in-emmc-vs-latest-build/897,2,358,"
             2014-04-07 22:10:27 UTC
           "
Cockpit wont load,https://forum.openrov.com/t/cockpit-wont-load/937,4,669,"
             2014-04-22 02:17:33 UTC
           "
Controlling with iPad,https://forum.openrov.com/t/controlling-with-ipad/923,3,443,"
             2014-04-18 18:59:09 UTC
           "
Cloud9 Permissions?,https://forum.openrov.com/t/cloud9-permissions/899,2,1.2k,"
             2014-04-07 22:40:56 UTC
           "
Which controller for mac?,https://forum.openrov.com/t/which-controller-for-mac/886,2,823,"
             2014-03-26 18:53:30 UTC
           "
Conversion to autonomous for a high school project,https://forum.openrov.com/t/conversion-to-autonomous-for-a-high-school-project/862,6,941,"
             2014-03-11 22:45:41 UTC
           "
OpenROV Simulator,https://forum.openrov.com/t/openrov-simulator/864,10,1.1k,"
             2014-03-13 04:10:04 UTC
           "
Camera Control,https://forum.openrov.com/t/camera-control/843,4,486,"
             2014-03-04 20:21:39 UTC
           "
Help with programming beaglebone black with node.js,https://forum.openrov.com/t/help-with-programming-beaglebone-black-with-node-js/850,1,559,"
             2014-03-08 19:56:49 UTC
           "
–Bone” head move,https://forum.openrov.com/t/bone-head-move/856,9,249,"
             2014-03-10 18:18:27 UTC
           "
Computer vision,https://forum.openrov.com/t/computer-vision/847,7,776,"
             2014-03-07 10:51:56 UTC
           "
IDE of choice?,https://forum.openrov.com/t/ide-of-choice/863,0,379,"
             2014-03-13 04:02:24 UTC
           "
"On board computer, and 6th sense capability?",https://forum.openrov.com/t/on-board-computer-and-6th-sense-capability/859,1,435,"
             2014-03-11 04:16:34 UTC
           "
Camera black screen,https://forum.openrov.com/t/camera-black-screen/858,0,449,"
             2014-03-11 03:41:25 UTC
           "
Making Fat Shark FPV goggles work with OPENROV ($7 solution ?),https://forum.openrov.com/t/making-fat-shark-fpv-goggles-work-with-openrov-7-solution/849,1,2.4k,"
             2014-03-08 07:11:50 UTC
           "
Update Script,https://forum.openrov.com/t/update-script/825,0,264,"
             2014-02-24 21:06:59 UTC
           "
Change control keys,https://forum.openrov.com/t/change-control-keys/796,8,796,"
             2014-02-10 13:31:50 UTC
           "
Programing help required,https://forum.openrov.com/t/programing-help-required/771,3,586,"
             2014-02-01 09:39:16 UTC
           "
IMU sensor problem/check,https://forum.openrov.com/t/imu-sensor-problem-check/795,2,293,"
             2014-02-10 12:46:42 UTC
           "
Capture button,https://forum.openrov.com/t/capture-button/798,3,348,"
             2014-02-10 16:41:08 UTC
           "
BBB eMMC wonêt flash,https://forum.openrov.com/t/bbb-emmc-wont-flash/681,5,719,"
             2013-12-12 20:09:30 UTC
           "
Comment before pushing the 2.5 software to the GitHub Master branch,https://forum.openrov.com/t/comment-before-pushing-the-2-5-software-to-the-github-master-branch/632,2,185,"
             2013-11-16 16:03:04 UTC
           "
OPENROV Navigation,https://forum.openrov.com/t/openrov-navigation/259,3,884,"
             2013-01-16 09:15:42 UTC
           "
OpenROV Autopilot in Javascript,https://forum.openrov.com/t/openrov-autopilot-in-javascript/480,6,1.2k,"
             2013-06-27 06:25:54 UTC
           "
GitHub Repo restructuring,https://forum.openrov.com/t/github-repo-restructuring/763,0,239,"
             2014-01-29 06:34:51 UTC
           "
Call for help in establishing a unit testing foundation,https://forum.openrov.com/t/call-for-help-in-establishing-a-unit-testing-foundation/759,4,331,"
             2014-01-25 20:09:26 UTC
           "
January 2014 Updates in the Software,https://forum.openrov.com/t/january-2014-updates-in-the-software/760,0,370,"
             2014-01-26 06:33:07 UTC
           "
Interesting work on image recognition,https://forum.openrov.com/t/interesting-work-on-image-recognition/749,2,344,"
             2014-01-17 14:50:56 UTC
           "
Webcam stream latency with Raspberry pi,https://forum.openrov.com/t/webcam-stream-latency-with-raspberry-pi/746,2,793,"
             2014-01-16 18:58:31 UTC
           "
Programming of Arduino is not possible,https://forum.openrov.com/t/programming-of-arduino-is-not-possible/741,3,451,"
             2014-01-14 21:15:40 UTC
           "
Lotês of Lag in video,https://forum.openrov.com/t/lots-of-lag-in-video/730,4,553,"
             2014-01-09 16:04:05 UTC
           "
Just completed OpenROV - canêt upload firmware from SD card to Arduino,https://forum.openrov.com/t/just-completed-openrov-cant-upload-firmware-from-sd-card-to-arduino/695,3,202,"
             2013-12-22 07:29:17 UTC
           "
Minimum Laptop specs,https://forum.openrov.com/t/minimum-laptop-specs/736,1,399,"
             2014-01-12 03:44:01 UTC
           "
–Depth Zero” boots camera,https://forum.openrov.com/t/depth-zero-boots-camera/667,9,229,"
             2013-12-05 21:40:57 UTC
           "
Controlling 2 OpenROVês at the same time,https://forum.openrov.com/t/controlling-2-openrovs-at-the-same-time/659,4,336,"
             2013-12-01 23:10:14 UTC
           "
OpenROV Cape Test SoftwareÄNo Beaglebone Required,https://forum.openrov.com/t/openrov-cape-test-software-no-beaglebone-required/658,0,542,"
             2013-12-01 06:18:02 UTC
           "
User Interface Screen Shot,https://forum.openrov.com/t/user-interface-screen-shot/645,1,669,"
             2013-11-23 17:51:47 UTC
           "
"Web and SSH access to OpenROV, from everywhere",https://forum.openrov.com/t/web-and-ssh-access-to-openrov-from-everywhere/642,4,1.1k,"
             2013-11-21 22:33:55 UTC
           "
Loading Arduino software,https://forum.openrov.com/t/loading-arduino-software/579,9,568,"
             2013-09-28 00:32:16 UTC
           "
Anyone up to quickly creating a thrust image,https://forum.openrov.com/t/anyone-up-to-quickly-creating-a-thrust-image/611,4,329,"
             2013-11-03 22:52:12 UTC
           "
UI task: Better way to show telemetry recording is in progress,https://forum.openrov.com/t/ui-task-better-way-to-show-telemetry-recording-is-in-progress/612,0,290,"
             2013-11-03 22:58:02 UTC
           "
Openrov 25b Controller bord upload ploblem,https://forum.openrov.com/t/openrov-25b-controller-bord-upload-ploblem/602,1,328,"
             2013-10-29 13:28:42 UTC
           "
Software Color Correction vs. Lighting: Video White Balance,https://forum.openrov.com/t/software-color-correction-vs-lighting-video-white-balance/592,0,771,"
             2013-10-22 14:04:31 UTC
           "
Update Script errors,https://forum.openrov.com/t/update-script-errors/565,2,807,"
             2013-09-13 08:55:38 UTC
           "
Dominikês new Image - trying to burn to SD card using Ubuntu,https://forum.openrov.com/t/dominiks-new-image-trying-to-burn-to-sd-card-using-ubuntu/554,3,505,"
             2013-08-26 22:23:50 UTC
           "
Beaglebone Black Boot issue,https://forum.openrov.com/t/beaglebone-black-boot-issue/517,8,1.3k,"
             2013-07-29 20:45:56 UTC
           "
Upload Firmware into Arduino UNO,https://forum.openrov.com/t/upload-firmware-into-arduino-uno/545,2,360,"
             2013-08-22 21:42:58 UTC
           "
BeagleBone Black Angstrom working with OPENROV software,https://forum.openrov.com/t/beaglebone-black-angstrom-working-with-openrov-software/527,2,425,"
             2013-08-10 01:05:39 UTC
           "
5 Minute System Timeout,https://forum.openrov.com/t/5-minute-system-timeout/521,7,479,"
             2013-08-01 22:11:13 UTC
           "
Optimizing BeagleBone CPU Load,https://forum.openrov.com/t/optimizing-beaglebone-cpu-load/532,3,1.4k,"
             2013-08-13 20:07:35 UTC
           "
No Motor Data on Cockpit,https://forum.openrov.com/t/no-motor-data-on-cockpit/525,3,393,"
             2013-08-08 16:27:02 UTC
           "
Change default power setting,https://forum.openrov.com/t/change-default-power-setting/522,0,270,"
             2013-08-04 17:19:02 UTC
           "
Motor Control Issues- Runs Continuously,https://forum.openrov.com/t/motor-control-issues-runs-continuously/520,2,285,"
             2013-08-01 16:30:21 UTC
           "
mjpg_streamer.c:27:28: fatal error: videodev.h No such file or directory,https://forum.openrov.com/t/mjpg-streamer-c-27-28-fatal-error-videodev-h-no-such-file-or-directory/419,3,1.6k,"
             2013-05-05 18:52:41 UTC
           "
Raspberry Pi Fork?,https://forum.openrov.com/t/raspberry-pi-fork/253,24,2.0k,"
             2013-01-05 04:40:33 UTC
           "
Branched code with node.js v0.8.2 and different capturing solution,https://forum.openrov.com/t/branched-code-with-node-js-v0-8-2-and-different-capturing-solution/110,20,440,"
             2012-07-20 09:26:45 UTC
           "
Updating the Cape through the Cockpit interface,https://forum.openrov.com/t/updating-the-cape-through-the-cockpit-interface/514,1,271,"
             2013-07-25 16:44:18 UTC
           "
Osd/hud & gui,https://forum.openrov.com/t/osd-hud-gui/297,4,2.8k,"
             2013-02-09 14:28:53 UTC
           "
Base image boot issue,https://forum.openrov.com/t/base-image-boot-issue/507,0,578,"
             2013-07-21 20:16:57 UTC
           "
Trying to build image with Vagrant,https://forum.openrov.com/t/trying-to-build-image-with-vagrant/504,8,534,"
             2013-07-19 21:25:50 UTC
           "
Learning How to Program,https://forum.openrov.com/t/learning-how-to-program/505,0,306,"
             2013-07-20 14:01:25 UTC
           "
stk500_recv(): programmer is not responding,https://forum.openrov.com/t/stk500-recv-programmer-is-not-responding/497,10,475,"
             2013-07-10 15:43:08 UTC
           "
"No motor or servo functionality, but lights work",https://forum.openrov.com/t/no-motor-or-servo-functionality-but-lights-work/465,9,790,"
             2013-06-09 07:21:49 UTC
           "
Looking for folks to test a possible fix to the program the arduino failures,https://forum.openrov.com/t/looking-for-folks-to-test-a-possible-fix-to-the-program-the-arduino-failures/358,19,227,"
             2013-03-16 03:00:32 UTC
           "
Look at that uptime!,https://forum.openrov.com/t/look-at-that-uptime/469,1,341,"
             2013-06-16 05:17:46 UTC
           "
Which Distro?,https://forum.openrov.com/t/which-distro/463,1,293,"
             2013-06-07 14:08:16 UTC
           "
Restart openrov service after arduino upload,https://forum.openrov.com/t/restart-openrov-service-after-arduino-upload/464,0,249,"
             2013-06-07 14:30:17 UTC
           "
How to restart node.js server?,https://forum.openrov.com/t/how-to-restart-node-js-server/444,1,568,"
             2013-05-27 19:12:02 UTC
           "
Video Size,https://forum.openrov.com/t/video-size/435,5,641,"
             2013-05-18 04:13:24 UTC
           "
New base image?,https://forum.openrov.com/t/new-base-image/425,2,355,"
             2013-05-10 09:24:35 UTC
           "
Arduino Upload Issues,https://forum.openrov.com/t/arduino-upload-issues/384,11,1.3k,"
             2013-04-12 22:36:48 UTC
           "
Alternate motor configurations,https://forum.openrov.com/t/alternate-motor-configurations/414,0,332,"
             2013-05-02 14:32:10 UTC
           "
Direct H.264 stream to cockpit,https://forum.openrov.com/t/direct-h-264-stream-to-cockpit/400,2,519,"
             2013-04-25 01:23:37 UTC
           "
Intention on including or referencing node.js packages,https://forum.openrov.com/t/intention-on-including-or-referencing-node-js-packages/387,1,269,"
             2013-04-13 22:00:29 UTC
           "
Webcam testing,https://forum.openrov.com/t/webcam-testing/293,12,927,"
             2013-02-05 17:55:39 UTC
           "
Adding sensors,https://forum.openrov.com/t/adding-sensors/352,7,886,"
             2013-03-13 16:04:05 UTC
           "
What tools do you use to program the ROV?,https://forum.openrov.com/t/what-tools-do-you-use-to-program-the-rov/368,1,347,"
             2013-03-24 04:50:21 UTC
           "
Proposal: Move to nconf for configuration file managment,https://forum.openrov.com/t/proposal-move-to-nconf-for-configuration-file-managment/366,0,336,"
             2013-03-21 06:10:02 UTC
           "
Where is node listening to ports?,https://forum.openrov.com/t/where-is-node-listening-to-ports/359,5,319,"
             2013-03-17 02:32:26 UTC
           "
Node.js install gets stuck,https://forum.openrov.com/t/node-js-install-gets-stuck/353,1,284,"
             2013-03-14 04:34:13 UTC
           "
Where is latest Cockpit Software?,https://forum.openrov.com/t/where-is-latest-cockpit-software/347,2,200,"
             2013-03-12 02:25:34 UTC
           "
Video streaming options based on Domês findings,https://forum.openrov.com/t/video-streaming-options-based-on-doms-findings/338,9,693,"
             2013-03-06 05:13:38 UTC
           "
Arduino vs Cockpit customizations,https://forum.openrov.com/t/arduino-vs-cockpit-customizations/337,2,522,"
             2013-03-06 03:26:02 UTC
           "
Proposal for a new Software Architecture based on cooperating modules,https://forum.openrov.com/t/proposal-for-a-new-software-architecture-based-on-cooperating-modules/343,4,372,"
             2013-03-08 19:22:20 UTC
           "
Basic Throttle limits in Arduino Software to fix brownouts,https://forum.openrov.com/t/basic-throttle-limits-in-arduino-software-to-fix-brownouts/308,4,533,"
             2013-02-14 22:54:32 UTC
           "
Automated video resolution switching?,https://forum.openrov.com/t/automated-video-resolution-switching/326,1,437,"
             2013-02-22 02:48:13 UTC
           "
[PATCH] Reverse working with kit ESCs,https://forum.openrov.com/t/patch-reverse-working-with-kit-escs/309,8,529,"
             2013-02-15 10:51:50 UTC
           "
Make non-Xbox 360 gamepads work with OpenROV Cockpit,https://forum.openrov.com/t/make-non-xbox-360-gamepads-work-with-openrov-cockpit/324,1,764,"
             2013-02-20 16:42:35 UTC
           "
Architecture: OpenROVController management of telemetry data,https://forum.openrov.com/t/architecture-openrovcontroller-management-of-telemetry-data/318,1,245,"
             2013-02-18 15:26:16 UTC
           "
Beaglebone PRU help,https://forum.openrov.com/t/beaglebone-pru-help/310,1,648,"
             2013-02-15 19:10:49 UTC
           "
Installation - common.gypi,https://forum.openrov.com/t/installation-common-gypi/241,6,562,"
             2012-12-20 16:39:42 UTC
           "
Matlab,https://forum.openrov.com/t/matlab/190,2,929,"
             2012-10-27 02:35:18 UTC
           "
Support of 3D web camera?,https://forum.openrov.com/t/support-of-3d-web-camera/222,2,513,"
             2012-11-29 07:04:41 UTC
           "
Looking for Arduino Programers,https://forum.openrov.com/t/looking-for-arduino-programers/48,4,937,"
             2012-02-16 01:17:45 UTC
           "
Cpture err: execvp,https://forum.openrov.com/t/cpture-err-execvp/195,2,534,"
             2012-10-30 01:36:30 UTC
           "
Camera Tilt & LED illumination,https://forum.openrov.com/t/camera-tilt-led-illumination/193,1,305,"
             2012-10-29 16:32:41 UTC
           "
Video 4 Linux Interface,https://forum.openrov.com/t/video-4-linux-interface/163,2,471,"
             2012-09-09 02:33:10 UTC
           "
OpenROV software running! Ä mostly,https://forum.openrov.com/t/openrov-software-running-mostly/146,4,366,"
             2012-08-15 06:25:44 UTC
           "
Beagle Bone Software Installation,https://forum.openrov.com/t/beagle-bone-software-installation/140,6,682,"
             2012-08-06 09:18:20 UTC
           "
Current development branch node.js code doesnêt work with latest express module (fixed),https://forum.openrov.com/t/current-development-branch-node-js-code-doesnt-work-with-latest-express-module-fixed/134,0,156,"
             2012-08-01 21:48:04 UTC
           "
Error with Openrov software on running,https://forum.openrov.com/t/error-with-openrov-software-on-running/130,4,354,"
             2012-08-01 05:32:14 UTC
           "
Ffmpeg fails to install,https://forum.openrov.com/t/ffmpeg-fails-to-install/126,2,502,"
             2012-07-31 01:04:59 UTC
           "
Ability to take still shots using camera?,https://forum.openrov.com/t/ability-to-take-still-shots-using-camera/123,1,329,"
             2012-07-28 18:12:05 UTC
           "
Powering the motors,https://forum.openrov.com/t/powering-the-motors/125,0,348,"
             2012-07-29 18:30:16 UTC
           "
iPhone/iPad App,https://forum.openrov.com/t/iphone-ipad-app/98,6,1.4k,"
             2012-07-11 01:33:49 UTC
           "
Architecture of the software,https://forum.openrov.com/t/architecture-of-the-software/84,2,621,"
             2012-07-03 10:36:46 UTC
           "
State of the software? - And a few ideas,https://forum.openrov.com/t/state-of-the-software-and-a-few-ideas/68,1,323,"
             2012-06-15 07:19:41 UTC
           "
Obcrov-1,https://forum.openrov.com/t/obcrov-1/2086,1,225,"
             2011-05-20 08:56:06 UTC
           "
Cross-Platform Qt Topside Application,https://forum.openrov.com/t/cross-platform-qt-topside-application/43,10,1.4k,"
             2011-11-16 00:16:13 UTC
           "
