name,url,,,
Propeller Design,https://forum.openrov.com/t/propeller-design/1200,10,6.2k,"
             2014-09-18 12:32:15 UTC
           "
One of the Motors slow start,https://forum.openrov.com/t/one-of-the-motors-slow-start/3806,3,825,"
             2016-01-20 07:49:47 UTC
           "
[SOLVED] I couldnêt find the CAD file,https://forum.openrov.com/t/solved-i-couldnt-find-the-cad-file/3819,2,928,"
             2016-01-25 09:14:12 UTC
           "
[SOLVED] What should I do if i assembled one acrylic piece in a wrong direction,https://forum.openrov.com/t/solved-what-should-i-do-if-i-assembled-one-acrylic-piece-in-a-wrong-direction/3817,4,825,"
             2016-01-25 02:54:38 UTC
           "
Laser question about alignment,https://forum.openrov.com/t/laser-question-about-alignment/3816,2,1.1k,"
             2016-01-23 17:09:04 UTC
           "
Cleaning out uncured Epoxy,https://forum.openrov.com/t/cleaning-out-uncured-epoxy/2323,5,930,"
             2015-02-21 00:11:53 UTC
           "
How to control the ROV with a 2.4Ghz radio controller or Gamepad wirelessly?,https://forum.openrov.com/t/how-to-control-the-rov-with-a-2-4ghz-radio-controller-or-gamepad-wirelessly/944,10,1.9k,"
             2014-04-28 09:47:16 UTC
           "
Additional sensors to the ROV,https://forum.openrov.com/t/additional-sensors-to-the-rov/1078,25,3.1k,"
             2014-07-02 08:59:31 UTC
           "
How waterproof are acrylic welds?,https://forum.openrov.com/t/how-waterproof-are-acrylic-welds/3805,0,752,"
             2016-01-20 04:35:35 UTC
           "
Builders in Switzerland?,https://forum.openrov.com/t/builders-in-switzerland/1062,6,1.3k,"
             2014-06-25 23:58:37 UTC
           "
"The epoxy, is it the 2 Ton Epoxy (21345) the only choice?",https://forum.openrov.com/t/the-epoxy-is-it-the-2-ton-epoxy-21345-the-only-choice/3780,0,505,"
             2016-01-15 14:56:57 UTC
           "
[SOLVED] Is the Syringe contained in the 2.8 kit?,https://forum.openrov.com/t/solved-is-the-syringe-contained-in-the-2-8-kit/3777,2,819,"
             2016-01-15 08:35:34 UTC
           "
"Looking for someone to build an OpenROV for us, bay area preferred",https://forum.openrov.com/t/looking-for-someone-to-build-an-openrov-for-us-bay-area-preferred/3772,0,629,"
             2016-01-14 15:57:42 UTC
           "
[SOLVED] Arduino Update Errors & Failure to Launch,https://forum.openrov.com/t/solved-arduino-update-errors-failure-to-launch/3752,2,853,"
             2016-01-09 14:11:29 UTC
           "
Best place to mount a GoPro?,https://forum.openrov.com/t/best-place-to-mount-a-gopro/3418,12,5.2k,"
             2015-09-29 15:35:02 UTC
           "
Acrylic Cement in China,https://forum.openrov.com/t/acrylic-cement-in-china/3738,4,1.0k,"
             2016-01-05 16:12:09 UTC
           "
Guide to sounds,https://forum.openrov.com/t/guide-to-sounds/3749,2,798,"
             2016-01-08 18:49:23 UTC
           "
Sourcing power supplies Middle Europe,https://forum.openrov.com/t/sourcing-power-supplies-middle-europe/3416,13,2.5k,"
             2015-09-29 10:33:37 UTC
           "
Jet propelled underwater drone,https://forum.openrov.com/t/jet-propelled-underwater-drone/3731,5,2.4k,"
             2016-01-01 19:31:45 UTC
           "
Trident operating depth,https://forum.openrov.com/t/trident-operating-depth/3729,1,884,"
             2015-12-31 17:40:37 UTC
           "
[SOLVED] How long is the lead time to HongKong?,https://forum.openrov.com/t/solved-how-long-is-the-lead-time-to-hongkong/3713,2,831,"
             2015-12-28 00:59:15 UTC
           "
Does anyone have a 3d working model of canfield joint?,https://forum.openrov.com/t/does-anyone-have-a-3d-working-model-of-canfield-joint/3696,0,742,"
             2015-12-20 16:52:11 UTC
           "
Best manipulator for the job,https://forum.openrov.com/t/best-manipulator-for-the-job/3695,0,671,"
             2015-12-20 16:49:29 UTC
           "
What are the ways to adjust buoyancy due to adding heavy payloads?,https://forum.openrov.com/t/what-are-the-ways-to-adjust-buoyancy-due-to-adding-heavy-payloads/175,3,931,"
             2012-09-28 20:35:43 UTC
           "
Using Afro 12A ESC to get reverse direction rotation of motor,https://forum.openrov.com/t/using-afro-12a-esc-to-get-reverse-direction-rotation-of-motor/3643,3,2.3k,"
             2015-11-27 21:54:50 UTC
           "
ROV pressure under 100 mts,https://forum.openrov.com/t/rov-pressure-under-100-mts/3635,3,1.1k,"
             2015-11-26 18:46:11 UTC
           "
Building my own ROV,https://forum.openrov.com/t/building-my-own-rov/3626,6,1.9k,"
             2015-11-24 18:27:54 UTC
           "
Camera not refreshing?,https://forum.openrov.com/t/camera-not-refreshing/3602,3,1.0k,"
             2015-11-14 16:09:04 UTC
           "
Problems updating Arduino image,https://forum.openrov.com/t/problems-updating-arduino-image/606,10,1.7k,"
             2013-11-01 15:46:14 UTC
           "
Price of Trident!,https://forum.openrov.com/t/price-of-trident/3611,6,1.6k,"
             2015-11-16 20:30:19 UTC
           "
Looking for projects or expeditions to highlight at OggCamp,https://forum.openrov.com/t/looking-for-projects-or-expeditions-to-highlight-at-oggcamp/3335,2,935,"
             2015-09-18 10:06:24 UTC
           "
Software Serial,https://forum.openrov.com/t/software-serial/3580,2,1.1k,"
             2015-11-06 18:41:05 UTC
           "
Failure in Burning OpenROV Suite v30.0.3 ROV FLASH image (Released Oct 7 2015),https://forum.openrov.com/t/failure-in-burning-openrov-suite-v30-0-3-rov-flash-image-released-oct-7-2015/3583,4,1.1k,"
             2015-11-07 21:04:09 UTC
           "
[SOLVED] Booting up openrov 2.8,https://forum.openrov.com/t/solved-booting-up-openrov-2-8/3538,17,2.3k,"
             2015-10-25 18:57:57 UTC
           "
External light wire colors,https://forum.openrov.com/t/external-light-wire-colors/3530,3,1.1k,"
             2015-10-23 19:13:54 UTC
           "
[SOLVED] Rant - I HATE LINUX!,https://forum.openrov.com/t/solved-rant-i-hate-linux/3527,16,1.8k,"
             2015-10-22 20:12:31 UTC
           "
Simple Theme and 30.0.3,https://forum.openrov.com/t/simple-theme-and-30-0-3/3517,1,827,"
             2015-10-21 20:29:22 UTC
           "
Introduction for Tilt calibration,https://forum.openrov.com/t/introduction-for-tilt-calibration/3513,1,970,"
             2015-10-20 18:47:00 UTC
           "
Determining the center of buoyancy of the OpenROV?,https://forum.openrov.com/t/determining-the-center-of-buoyancy-of-the-openrov/3497,3,1.5k,"
             2015-10-16 21:51:47 UTC
           "
Cruising yachts,https://forum.openrov.com/t/cruising-yachts/3502,0,639,"
             2015-10-17 23:18:26 UTC
           "
OpenROV # 3440 arrives in the UK,https://forum.openrov.com/t/openrov-3440-arrives-in-the-uk/3316,8,1.6k,"
             2015-09-16 09:59:16 UTC
           "
LED Light and Motor Failure,https://forum.openrov.com/t/led-light-and-motor-failure/511,5,811,"
             2013-07-24 21:30:04 UTC
           "
DDS SkeletonNode - Distributed Systems Programming,https://forum.openrov.com/t/dds-skeletonnode-distributed-systems-programming/3272,12,2.8k,"
             2015-09-07 03:12:42 UTC
           "
What is the best Light Color,https://forum.openrov.com/t/what-is-the-best-light-color/3453,5,4.1k,"
             2015-10-05 20:16:06 UTC
           "
Need help with the main strap holding the tube,https://forum.openrov.com/t/need-help-with-the-main-strap-holding-the-tube/3446,9,1.1k,"
             2015-10-03 15:17:52 UTC
           "
ETS balun and Ethernet autonegotiation,https://forum.openrov.com/t/ets-balun-and-ethernet-autonegotiation/411,11,1.4k,"
             2013-04-30 12:33:46 UTC
           "
Neutrally buoyant of the tether,https://forum.openrov.com/t/neutrally-buoyant-of-the-tether/3408,2,1.3k,"
             2015-09-27 18:26:19 UTC
           "
Blinking lights and freezing compass and depth meter,https://forum.openrov.com/t/blinking-lights-and-freezing-compass-and-depth-meter/3432,3,1.1k,"
             2015-10-01 17:01:10 UTC
           "
External Lights and our second trip to the Dater Mine,https://forum.openrov.com/t/external-lights-and-our-second-trip-to-the-dater-mine/3435,0,800,"
             2015-10-02 01:48:44 UTC
           "
Speed controlling of thrusters,https://forum.openrov.com/t/speed-controlling-of-thrusters/3424,0,746,"
             2015-09-30 03:18:42 UTC
           "
Seeking Conservationists to Donate a Fully Assembled OpenROV to,https://forum.openrov.com/t/seeking-conservationists-to-donate-a-fully-assembled-openrov-to/3414,0,585,"
             2015-09-28 19:49:42 UTC
           "
Wing ROV control device,https://forum.openrov.com/t/wing-rov-control-device/3193,1,1.2k,"
             2015-08-14 15:56:39 UTC
           "
VAT on UK Imports?,https://forum.openrov.com/t/vat-on-uk-imports/3370,6,828,"
             2015-09-22 09:47:02 UTC
           "
Main tube de-focusses the lasers,https://forum.openrov.com/t/main-tube-de-focusses-the-lasers/3388,0,620,"
             2015-09-24 20:40:32 UTC
           "
Twisted or straight cables for tether,https://forum.openrov.com/t/twisted-or-straight-cables-for-tether/3333,4,1.2k,"
             2015-09-18 08:28:34 UTC
           "
Hydrostatic Chamber,https://forum.openrov.com/t/hydrostatic-chamber/563,4,1.0k,"
             2013-09-07 01:01:35 UTC
           "
Newbie to Javascript,https://forum.openrov.com/t/newbie-to-javascript/3359,1,664,"
             2015-09-21 14:35:01 UTC
           "
Water pump drive rov,https://forum.openrov.com/t/water-pump-drive-rov/47,3,1.1k,"
             2012-02-09 04:27:05 UTC
           "
Improving illumination,https://forum.openrov.com/t/improving-illumination/3267,10,2.1k,"
             2015-09-04 12:22:22 UTC
           "
Dynamometer for ROV motors?,https://forum.openrov.com/t/dynamometer-for-rov-motors/3313,4,1.0k,"
             2015-09-16 04:41:09 UTC
           "
OpenROV Trident,https://forum.openrov.com/t/openrov-trident/3300,2,976,"
             2015-09-14 07:09:43 UTC
           "
Web-based CAD system for true collaborative hardware development - Onshape,https://forum.openrov.com/t/web-based-cad-system-for-true-collaborative-hardware-development-onshape/2532,5,1.5k,"
             2015-03-12 05:45:46 UTC
           "
Loctite E-90 FL Hysol really good?,https://forum.openrov.com/t/loctite-e-90-fl-hysol-really-good/69,7,2.2k,"
             2012-06-17 04:23:18 UTC
           "
How does it work,https://forum.openrov.com/t/how-does-it-work/2349,1,823,"
             2015-02-24 20:50:11 UTC
           "
The exact spec for acrylic adhesive?,https://forum.openrov.com/t/the-exact-spec-for-acrylic-adhesive/3281,2,555,"
             2015-09-09 12:05:46 UTC
           "
Emergency ascent in case of failure or power out,https://forum.openrov.com/t/emergency-ascent-in-case-of-failure-or-power-out/2329,4,1.3k,"
             2015-02-22 19:29:09 UTC
           "
Alternative chemicals in Europe,https://forum.openrov.com/t/alternative-chemicals-in-europe/927,7,690,"
             2014-04-19 07:02:37 UTC
           "
Comms Problem between HomePlug adapters,https://forum.openrov.com/t/comms-problem-between-homeplug-adapters/1106,23,4.6k,"
             2014-07-14 21:22:18 UTC
           "
Expedition Boat - From a rotting corpse to somethingÄuseful?,https://forum.openrov.com/t/expedition-boat-from-a-rotting-corpse-to-something-useful/3240,5,1.6k,"
             2015-08-28 01:28:14 UTC
           "
Magnetic coupling,https://forum.openrov.com/t/magnetic-coupling/3255,3,972,"
             2015-08-31 15:24:22 UTC
           "
Whatês the deal with the red hats?,https://forum.openrov.com/t/whats-the-deal-with-the-red-hats/3234,0,1.0k,"
             2015-08-26 19:22:17 UTC
           "
An improved propeller for the vertical thruster,https://forum.openrov.com/t/an-improved-propeller-for-the-vertical-thruster/1068,4,3.6k,"
             2014-06-28 19:41:27 UTC
           "
Wi-Fi Topside Adapter,https://forum.openrov.com/t/wi-fi-topside-adapter/3156,3,2.6k,"
             2015-08-05 19:40:26 UTC
           "
Testing in Cayuga Lake,https://forum.openrov.com/t/testing-in-cayuga-lake/351,12,1.4k,"
             2013-03-13 15:31:29 UTC
           "
Using a –Homeplug” for other ethernet devices?,https://forum.openrov.com/t/using-a-homeplug-for-other-ethernet-devices/3149,2,918,"
             2015-08-04 04:39:36 UTC
           "
Are you watching the Okeanos Explorer at 2100 meters live right now?,https://forum.openrov.com/t/are-you-watching-the-okeanos-explorer-at-2100-meters-live-right-now/3184,1,670,"
             2015-08-11 22:04:32 UTC
           "
Fail Safe,https://forum.openrov.com/t/fail-safe/150,8,1.7k,"
             2012-08-18 13:57:06 UTC
           "
ROV used to clean up Sellafield nuclear site,https://forum.openrov.com/t/rov-used-to-clean-up-sellafield-nuclear-site/3179,1,1.0k,"
             2015-08-11 06:43:09 UTC
           "
Changing gamepad settings in the cockpit,https://forum.openrov.com/t/changing-gamepad-settings-in-the-cockpit/1364,9,1.7k,"
             2014-12-26 18:07:53 UTC
           "
Additional Thruster option idea?,https://forum.openrov.com/t/additional-thruster-option-idea/3158,3,1.4k,"
             2015-08-06 02:58:03 UTC
           "
Anyone try our the Open Source Navy bathymetric editor pfmabe?,https://forum.openrov.com/t/anyone-try-our-the-open-source-navy-bathymetric-editor-pfmabe/3145,4,2.2k,"
             2015-08-02 00:02:26 UTC
           "
Mounting ESC in the water,https://forum.openrov.com/t/mounting-esc-in-the-water/591,4,1.1k,"
             2013-10-22 06:04:12 UTC
           "
If the acrylic annealed for OpenROV?,https://forum.openrov.com/t/if-the-acrylic-annealed-for-openrov/2126,8,1.3k,"
             2015-01-27 17:29:32 UTC
           "
On the ROV hydrodynamics. Improving shape,https://forum.openrov.com/t/on-the-rov-hydrodynamics-improving-shape/710,54,7.1k,"
             2014-01-01 15:31:52 UTC
           "
Getting Camera to work,https://forum.openrov.com/t/getting-camera-to-work/460,4,738,"
             2013-06-05 17:58:08 UTC
           "
Will a web cam operate with 3000 teather?,https://forum.openrov.com/t/will-a-web-cam-operate-with-3000-teather/3101,6,858,"
             2015-07-22 17:22:58 UTC
           "
Connection Problem on New Build,https://forum.openrov.com/t/connection-problem-on-new-build/764,7,1.0k,"
             2014-01-29 16:17:01 UTC
           "
External power supply connections,https://forum.openrov.com/t/external-power-supply-connections/3080,4,1.4k,"
             2015-07-18 02:59:47 UTC
           "
Basic control,https://forum.openrov.com/t/basic-control/2138,11,2.0k,"
             2015-01-19 12:17:58 UTC
           "
Need Advice - 200m ROV for Camera Platform,https://forum.openrov.com/t/need-advice-200m-rov-for-camera-platform/3066,2,1.2k,"
             2015-07-14 13:27:19 UTC
           "
